Inches,Price_euros,Ram (GB),Weight (kg),HDD (GB),SSD (GB),Hybrid (GB),Flash Storage (GB),Total_Storage (GB),Screen_Width,Screen_Height,Touchscreen,Cpu_Speed_GHz,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Clean_Chrome OS,OpSys_Clean_Linux,OpSys_Clean_MacOS,OpSys_Clean_No OS,OpSys_Clean_Windows,Cpu_Brand_Intel,Cpu_Brand_Samsung,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia,Cpu_Name_TE,Gpu_Name_TE,PPI,Is_High_RAM,Is_SSD,Cpu_Performance_Class_Num,Gpu_Performance_Class_Num,Gpu_Dedicated
13.3,689.0,8,1.6,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1044.2382352941177,1051.0203783783784,165.6321180513006,0,1,1,0,0
15.6,899.0,16,2.36,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1340.9299999999998,815.7464285714286,141.21199808219862,1,1,1,0,1
15.6,390.0,4,2.1,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,492.6088888888889,1051.0203783783784,100.45466986113651,0,0,1,0,0
15.6,575.0,4,2.2,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,571.95,597.7236363636364,141.21199808219862,0,1,1,0,1
17.3,3890.0,32,4.7,1024.0,512.0,0.0,0.0,1536.0,1920,1080,0,2.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,3832.678571428572,4007.3333333333335,127.33567457123111,1,1,2,2,1
15.6,846.0,8,2.5,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1093.729393939394,1204.2248484848485,141.21199808219862,0,1,1,1,1
15.6,589.0,8,2.2,0.0,128.0,0.0,0.0,128.0,1366,768,0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,492.6088888888889,1051.0203783783784,100.45466986113651,0,1,1,0,0
17.3,1145.0,8,2.1,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,1.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1206.54,1231.0,127.33567457123111,0,1,1,1,1
17.3,889.0,8,2.69,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1340.9299999999998,991.8571428571428,127.33567457123111,0,1,1,0,1
15.6,879.0,8,2.56,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1093.729393939394,1204.2248484848485,141.21199808219862,0,1,1,1,1
13.9,1079.0,8,1.38,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,158.48253022174808,0,1,1,0,0
15.6,985.0,8,2.2,2048.0,128.0,0.0,0.0,2176.0,1920,1080,0,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,1206.54,864.4795121951221,141.21199808219862,0,1,1,0,1
15.6,559.0,8,2.04,1024.0,0.0,0.0,0.0,1024.0,1366,768,1,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,100.45466986113651,0,0,1,0,0
17.3,2999.0,16,3.6,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,3832.678571428572,4007.3333333333335,127.33567457123111,1,1,2,2,1
13.3,675.0,4,1.49,500.0,0.0,0.0,0.0,500.0,1920,1080,0,1.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,165.6321180513006,0,0,0,1,0
13.3,2040.0,8,1.37,0.0,512.0,0.0,0.0,512.0,2560,1600,0,3.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,1391.9483333333335,1921.8,226.98300468106115,0,1,2,1,0
15.6,819.0,8,2.08,1024.0,0.0,0.0,0.0,1024.0,1920,1080,1,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,141.21199808219862,0,0,1,1,0
17.3,1799.0,16,4.3,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2210.062,127.33567457123111,1,1,1,2,1
15.6,469.0,4,1.68,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,445.8241666666667,592.2125,100.45466986113651,0,0,2,0,1
13.9,1849.0,8,1.37,0.0,512.0,0.0,0.0,512.0,1920,1080,1,1.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,158.48253022174808,0,1,1,1,0
17.3,702.0,4,3.0,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,581.75,649.665,127.33567457123111,0,1,1,0,1
13.3,949.0,8,1.41,0.0,256.0,0.0,0.0,256.0,1920,1080,0,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,165.6321180513006,0,1,0,1,0
15.6,445.9,8,1.91,0.0,128.0,0.0,0.0,128.0,1366,768,0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,462.395,384.278,100.45466986113651,0,1,1,0,1
17.3,1059.0,16,2.9,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,1.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1206.54,988.9233333333334,127.33567457123111,1,0,1,0,1
17.3,2499.0,16,4.14,1024.0,512.0,0.0,0.0,1536.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2611.805333333333,127.33567457123111,1,1,1,2,1
15.6,1699.0,8,2.0,0.0,512.0,0.0,0.0,512.0,1920,1080,1,2.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1225.6666666666667,141.21199808219862,0,1,1,1,1
17.3,1142.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,1206.54,864.4795121951221,127.33567457123111,0,1,1,0,1
15.6,444.0,4,2.2,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,492.6088888888889,1051.0203783783784,141.21199808219862,0,1,1,0,0
15.6,722.0,4,2.1,500.0,0.0,0.0,0.0,500.0,1920,1080,0,1.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1141.0898226950355,141.21199808219862,0,0,0,0,0
15.6,657.0,4,2.18,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,0,1,0,0
15.6,565.0,8,2.24,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,919.3180829015544,597.7236363636364,141.21199808219862,0,0,1,0,1
15.6,799.0,8,2.67,0.0,256.0,0.0,0.0,256.0,1920,1080,1,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,141.21199808219862,0,1,0,1,0
13.3,1499.0,8,1.1,0.0,1024.0,0.0,0.0,1024.0,1920,1080,1,1.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,165.6321180513006,0,1,1,1,0
15.6,467.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,0,1,0,0
17.3,1018.0,8,2.5,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,1.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1206.54,1047.3028,127.33567457123111,0,0,1,0,1
15.6,880.0,8,2.05,0.0,256.0,0.0,0.0,256.0,1920,1080,0,1.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,141.21199808219862,0,1,1,1,0
13.3,1958.9,8,1.37,0.0,512.0,0.0,0.0,512.0,2560,1600,0,2.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,1391.9483333333335,1958.9,226.98300468106115,0,1,1,1,0
17.3,1549.0,16,3.2,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1682.3333333333333,1698.2,127.33567457123111,1,1,2,1,1
15.6,735.07,8,2.14,0.0,256.0,0.0,0.0,256.0,1920,1080,0,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1206.54,606.0823529411764,141.21199808219862,0,1,1,0,1
14.0,2499.0,16,1.36,0.0,512.0,0.0,0.0,512.0,2560,1440,1,2.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1931.7416666666663,1051.0203783783784,209.8006828649808,1,1,1,0,0
15.6,812.0,8,2.2,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1306.1403921568628,1403.6666666666667,100.45466986113651,0,0,1,1,1
15.6,713.07,12,2.3,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,100.45466986113651,0,0,1,0,0
17.3,1099.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1206.54,864.4795121951221,127.33567457123111,0,1,1,0,1
15.6,745.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,1.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1206.54,649.665,141.21199808219862,0,0,1,0,1
17.3,489.0,4,2.8,1024.0,0.0,0.0,0.0,1024.0,1600,900,0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,492.6088888888889,1051.0203783783784,106.11306214269258,0,0,1,0,0
17.3,849.0,8,2.8,2048.0,0.0,0.0,0.0,2048.0,1920,1080,0,1.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1206.54,988.9233333333334,127.33567457123111,0,0,1,0,1
17.3,859.0,6,2.8,1024.0,128.0,0.0,0.0,1152.0,1600,900,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1340.9299999999998,935.683023255814,106.11306214269258,0,1,1,0,1
15.6,428.0,4,2.25,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,492.6088888888889,597.7236363636364,141.21199808219862,0,0,1,0,1
15.6,829.0,8,2.5,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1093.729393939394,1204.2248484848485,141.21199808219862,0,1,1,1,1
15.6,579.0,6,2.2,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,1,1,0,0
15.6,951.0,8,3.0,0.0,256.0,0.0,0.0,256.0,1920,1080,0,1.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1206.54,988.9233333333334,141.21199808219862,0,1,1,0,1
15.6,659.0,12,2.15,1024.0,0.0,0.0,0.0,1024.0,1920,1080,1,2.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,141.21199808219862,0,0,1,0,0
15.6,1097.0,8,1.95,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1324.25,141.21199808219862,0,1,1,1,0
15.6,977.0,8,1.7,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,919.3180829015544,935.683023255814,141.21199808219862,0,1,1,0,1
15.6,1179.0,16,2.5,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1364.6457142857143,141.21199808219862,1,1,1,1,1
15.6,659.01,8,2.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1340.9299999999998,935.683023255814,141.21199808219862,0,0,1,0,1
15.6,199.0,2,2.19,0.0,16.0,0.0,0.0,16.0,1366,768,0,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,235.25,397.84379310344826,100.45466986113651,0,1,0,0,0
17.3,1187.0,8,3.0,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,127.33567457123111,0,0,1,1,1
17.3,489.0,8,2.54,1024.0,0.0,0.0,0.0,1024.0,1600,900,0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,492.6088888888889,1051.0203783783784,106.11306214269258,0,0,1,0,0
15.6,1829.0,8,2.0,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,141.21199808219862,0,1,1,1,1
15.6,739.0,8,2.05,0.0,256.0,0.0,0.0,256.0,1920,1080,0,1.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,141.21199808219862,0,1,0,1,0
15.6,1299.0,8,3.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1816.698125,141.21199808219862,0,0,1,1,1
15.6,979.0,8,2.5,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,1762.351224489796,1364.6457142857143,141.21199808219862,0,1,1,1,1
17.3,2884.86,16,3.42,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,2076.972,2291.9011111111117,127.33567457123111,1,1,2,2,1
15.6,499.0,6,2.4,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,534.0,499.0,141.21199808219862,0,0,1,0,1
15.6,1468.0,16,1.63,0.0,512.0,0.0,0.0,512.0,1920,1080,0,2.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,1340.9299999999998,935.683023255814,141.21199808219862,1,1,1,0,1
14.0,509.0,4,1.3,0.0,128.0,0.0,0.0,128.0,1366,768,0,2.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,592.0154054054054,1141.0898226950355,111.93520355955211,0,1,1,0,0
17.3,2122.0,16,2.9,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2611.805333333333,127.33567457123111,1,1,1,2,1
17.3,649.0,6,2.8,1024.0,0.0,0.0,0.0,1024.0,1600,900,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,919.3180829015544,649.0,106.11306214269258,0,0,1,0,1
15.6,549.0,8,2.2,2048.0,0.0,0.0,0.0,2048.0,1366,768,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,919.3180829015544,935.683023255814,100.45466986113651,0,0,1,0,1
15.6,1265.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1364.6457142857143,141.21199808219862,0,1,1,1,1
15.6,359.99,4,2.2,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,1.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,429.345,446.0325,100.45466986113651,0,0,0,0,0
13.3,1975.0,16,1.28,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1915.710769230769,1141.0898226950355,165.6321180513006,1,1,1,0,0
15.6,1043.0,8,2.2,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1306.1403921568628,1403.6666666666667,141.21199808219862,0,1,1,1,1
15.6,819.0,8,2.3,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,919.3180829015544,935.683023255814,141.21199808219862,0,1,1,0,1
15.6,469.0,4,1.86,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,492.6088888888889,1051.0203783783784,141.21199808219862,0,0,1,0,0
13.3,999.0,8,1.1,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,165.6321180513006,0,1,1,0,0
13.3,2499.0,16,1.21,0.0,1024.0,0.0,0.0,1024.0,3840,2160,1,1.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,331.2642361026012,1,1,1,1,0
15.6,2099.0,16,2.8,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2611.805333333333,141.21199808219862,1,1,1,2,1
15.6,469.0,8,2.23,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,448.5,444.08090909090913,141.21199808219862,0,1,1,0,1
11.6,275.0,2,1.1,0.0,0.0,0.0,32.0,32.0,1366,768,1,1.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,322.1912121212121,333.9823076923077,135.0942111925629,0,0,0,0,0
15.6,844.0,8,2.33,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,944.0380555555556,864.4795121951221,141.21199808219862,0,1,0,0,1
13.3,2449.0,16,1.29,0.0,1024.0,0.0,0.0,1024.0,3840,2160,1,1.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,331.2642361026012,1,1,1,1,0
13.3,459.9,4,1.45,0.0,0.0,0.0,16.0,16.0,1366,768,0,1.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,384.3,412.975,117.82653006268643,0,0,0,0,0
14.0,980.0,8,1.95,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,157.3505121487356,0,1,1,0,0
11.6,485.0,4,1.4,0.0,0.0,0.0,128.0,128.0,1366,768,0,1.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,411.09,403.11,135.0942111925629,0,0,0,0,0
14.0,1292.0,8,1.48,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,157.3505121487356,0,1,1,0,0
17.3,589.0,4,2.79,1024.0,0.0,0.0,0.0,1024.0,1600,900,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,919.3180829015544,612.5227777777777,106.11306214269258,0,0,1,0,1
14.0,1094.0,8,2.0,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,157.3505121487356,0,1,1,0,0
15.6,902.0,8,2.1,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,1.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1205.7682352941176,100.45466986113651,0,0,1,1,0
15.6,659.0,8,2.2,0.0,256.0,0.0,0.0,256.0,1366,768,0,2.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,658.7957142857142,619.0,100.45466986113651,0,1,1,0,1
14.0,292.0,4,1.44,0.0,0.0,0.0,32.0,32.0,1366,768,0,1.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,322.1912121212121,333.9823076923077,111.93520355955211,0,0,0,0,0
