Inches,Price_euros,Ram (GB),Weight (kg),HDD (GB),SSD (GB),Hybrid (GB),Flash Storage (GB),Total_Storage (GB),Screen_Width,Screen_Height,Touchscreen,Cpu_Speed_GHz,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Clean_Chrome OS,OpSys_Clean_Linux,OpSys_Clean_MacOS,OpSys_Clean_No OS,OpSys_Clean_Windows,Cpu_Brand_Intel,Cpu_Brand_Samsung,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia,Cpu_Name_TE,Gpu_Name_TE,PPI,Is_High_RAM,Is_SSD,Cpu_Performance_Class_Num,Gpu_Performance_Class_Num,Gpu_Dedicated
15.6,1729.0,8,1.99,0.0,512.0,0.0,0.0,512.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,141.21199808219862,0,1,1,0,0
15.6,499.0,4,2.2,0.0,128.0,0.0,0.0,128.0,1920,1080,0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,492.6088888888889,1051.0203783783784,141.21199808219862,0,1,1,0,0
15.6,1116.99,8,1.9,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,1,1,0,0
17.3,2699.0,16,4.42,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2611.805333333333,127.33567457123111,1,1,1,2,1
17.3,544.15,8,2.65,1024.0,0.0,0.0,0.0,1024.0,1600,900,0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,492.6088888888889,1051.0203783783784,106.11306214269258,0,0,1,0,0
17.3,1280.0,8,2.63,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1340.9299999999998,1047.3028,127.33567457123111,0,0,1,0,1
15.6,224.0,4,2.0,500.0,0.0,0.0,0.0,500.0,1366,768,0,1.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,322.1912121212121,333.9823076923077,100.45466986113651,0,0,0,0,0
13.3,255.0,4,1.35,0.0,0.0,0.0,32.0,32.0,1920,1080,0,1.44,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,236.76,397.84379310344826,165.6321180513006,0,0,0,0,0
17.3,949.0,6,2.8,1024.0,128.0,0.0,0.0,1152.0,1600,900,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1340.9299999999998,935.683023255814,106.11306214269258,0,1,1,0,1
15.6,568.9,6,1.91,0.0,128.0,0.0,0.0,128.0,1920,1080,0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,571.95,864.4795121951221,141.21199808219862,0,1,1,0,1
15.6,617.9,4,2.18,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,492.6088888888889,592.2125,100.45466986113651,0,0,1,0,1
11.6,349.0,4,1.25,0.0,0.0,0.0,32.0,32.0,1920,1080,1,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,322.1912121212121,333.9823076923077,189.90579052433606,0,0,1,0,0
15.6,630.0,4,2.05,0.0,128.0,0.0,0.0,128.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,581.75,1141.0898226950355,141.21199808219862,0,1,1,0,0
13.3,1965.0,16,1.16,0.0,512.0,0.0,0.0,512.0,3200,1800,1,1.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,2077.2,1372.8666666666666,276.053530085501,1,1,2,1,0
17.3,2999.0,8,3.4,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2999.0,127.33567457123111,0,1,1,2,1
15.6,839.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1093.729393939394,1204.2248484848485,141.21199808219862,0,1,1,1,1
13.3,1599.0,8,1.21,0.0,128.0,0.0,0.0,128.0,3840,2160,1,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,331.2642361026012,0,1,0,1,0
15.6,959.0,4,1.93,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1258.8507142857145,1141.0898226950355,100.45466986113651,0,0,1,0,0
15.6,739.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,100.45466986113651,0,0,1,0,0
15.6,344.0,4,2.2,500.0,0.0,0.0,0.0,500.0,1920,1080,0,1.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,429.345,446.0325,141.21199808219862,0,0,0,0,0
14.0,990.0,4,2.02,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,111.93520355955211,0,0,1,0,0
17.3,1860.99,8,3.14,500.0,0.0,0.0,0.0,500.0,1600,900,0,2.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,1342.198,2291.9011111111117,106.11306214269258,0,0,1,2,1
14.0,389.0,8,1.94,2048.0,0.0,0.0,0.0,2048.0,1366,768,0,1.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,411.09,403.11,111.93520355955211,0,0,0,0,0
15.6,649.0,6,1.95,0.0,256.0,0.0,0.0,256.0,1920,1080,0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,649.5,864.4795121951221,141.21199808219862,0,1,2,0,1
15.6,830.0,8,2.3,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,1,1,0,0
15.6,685.0,4,2.05,500.0,0.0,0.0,0.0,500.0,1920,1080,0,1.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1141.0898226950355,141.21199808219862,0,0,0,0,0
14.0,249.0,4,1.4,0.0,32.0,0.0,0.0,32.0,1920,1080,0,1.44,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,236.76,397.84379310344826,157.3505121487356,0,1,0,0,0
14.0,1865.0,16,1.24,0.0,512.0,0.0,0.0,512.0,1920,1080,1,2.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,157.3505121487356,1,1,1,0,0
17.3,2663.0,32,4.6,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,2555.763,2611.805333333333,127.33567457123111,1,1,2,2,1
17.3,2729.0,16,4.14,1024.0,512.0,0.0,0.0,1536.0,1920,1080,0,2.9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,3832.678571428572,2611.805333333333,127.33567457123111,1,1,2,2,1
15.6,749.01,8,2.2,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1340.9299999999998,597.7236363636364,141.21199808219862,0,1,1,0,1
14.0,389.0,4,1.45,0.0,32.0,0.0,0.0,32.0,1920,1080,0,1.1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,417.8,333.9823076923077,157.3505121487356,0,1,0,0,0
15.6,1008.52,8,1.9,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1258.8507142857145,1141.0898226950355,100.45466986113651,0,0,1,0,0
13.3,719.0,4,1.49,0.0,128.0,0.0,0.0,128.0,1920,1080,0,2.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,592.0154054054054,1141.0898226950355,165.6321180513006,0,1,1,0,0
15.6,1537.39,16,1.93,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1915.710769230769,1047.3028,141.21199808219862,1,1,1,0,1
11.6,295.0,4,1.26,0.0,0.0,0.0,16.0,16.0,1366,768,0,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,299.4379310344828,316.1018918918919,135.0942111925629,0,0,0,0,0
17.3,2349.0,16,4.5,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,2555.763,2210.062,127.33567457123111,1,1,2,2,1
17.3,1498.0,16,3.78,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,127.33567457123111,1,1,1,1,1
14.0,1673.0,12,1.4,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1931.7416666666663,1051.0203783783784,157.3505121487356,0,1,1,0,0
15.6,609.0,12,2.2,1024.0,0.0,0.0,0.0,1024.0,1366,768,1,1.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1206.54,1141.0898226950355,100.45466986113651,0,0,1,0,0
17.3,1770.0,8,2.73,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1093.729393939394,1816.698125,127.33567457123111,0,1,1,1,1
15.6,739.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,1366,768,1,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1051.0203783783784,100.45466986113651,0,0,1,0,0
15.6,949.0,12,2.2,0.0,512.0,0.0,0.0,512.0,1920,1080,0,3.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,658.7957142857142,864.4795121951221,141.21199808219862,0,1,2,0,1
11.6,603.0,4,1.39,0.0,128.0,0.0,0.0,128.0,1366,768,1,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,603.0,1486.321428571429,135.0942111925629,0,1,0,1,0
15.6,1699.0,16,2.5,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,141.21199808219862,1,1,1,1,1
17.3,529.0,4,2.8,500.0,0.0,0.0,0.0,500.0,1920,1080,0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,492.6088888888889,1051.0203783783784,127.33567457123111,0,0,1,0,0
15.6,459.0,8,2.29,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,720.124,1051.0203783783784,100.45466986113651,0,0,1,0,0
13.3,2025.0,8,1.37,0.0,512.0,0.0,0.0,512.0,1920,1080,1,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,165.6321180513006,0,1,1,0,0
14.0,1474.0,8,1.7,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1093.729393939394,1324.25,157.3505121487356,0,1,1,1,0
12.5,1670.0,8,1.34,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,176.23257360658386,0,1,1,0,0
15.6,1763.0,8,2.06,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1969.4,141.21199808219862,0,1,1,1,1
15.6,1219.0,8,1.84,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,141.21199808219862,0,1,1,0,0
15.6,668.48,4,2.1,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,592.0154054054054,1141.0898226950355,100.45466986113651,0,0,1,0,0
14.0,329.0,4,1.6,0.0,0.0,0.0,32.0,32.0,1920,1080,0,1.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,417.8,333.9823076923077,157.3505121487356,0,0,0,0,0
17.3,2199.0,16,4.14,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,2555.763,1870.074,127.33567457123111,1,1,2,1,1
15.6,465.0,4,2.18,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,492.6088888888889,592.2125,100.45466986113651,0,0,1,0,1
15.6,2299.0,16,1.8,2048.0,256.0,0.0,0.0,2304.0,3840,2160,0,2.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1816.698125,282.42399616439724,1,1,1,1,1
15.6,1399.0,8,2.2,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1306.1403921568628,1051.0203783783784,141.21199808219862,0,1,1,0,0
15.6,564.0,6,2.4,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,0,1,0,0
15.6,1299.0,8,2.0,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1762.351224489796,1324.25,141.21199808219862,0,1,1,1,0
14.0,349.0,4,1.6,0.0,0.0,0.0,128.0,128.0,1366,768,0,1.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,411.09,403.11,111.93520355955211,0,0,0,0,0
15.6,4899.0,32,2.5,0.0,1024.0,0.0,0.0,1024.0,3840,2160,0,3.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,4899.0,3146.0,282.42399616439724,1,1,2,2,1
15.6,879.01,16,2.59,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1663.6872093023258,1075.505,141.21199808219862,1,0,1,0,1
15.6,443.9,4,2.18,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,492.6088888888889,1051.0203783783784,100.45466986113651,0,0,1,0,0
15.6,359.0,4,2.25,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,492.6088888888889,1051.0203783783784,100.45466986113651,0,0,1,0,0
15.6,869.0,4,1.93,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,1258.8507142857145,1141.0898226950355,100.45466986113651,0,0,1,0,0
17.3,1168.0,8,3.0,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,127.33567457123111,0,1,1,1,1
15.6,569.0,4,2.18,0.0,128.0,0.0,0.0,128.0,1920,1080,0,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,919.3180829015544,592.2125,141.21199808219862,0,1,1,0,1
15.6,1389.0,8,1.84,0.0,512.0,0.0,0.0,512.0,1920,1080,0,2.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,141.21199808219862,0,1,1,0,0
15.6,2267.86,16,2.94,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,2611.805333333333,141.21199808219862,1,1,1,2,1
11.6,379.0,4,1.25,0.0,0.0,0.0,32.0,32.0,1366,768,1,1.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,352.0,316.1018918918919,135.0942111925629,0,0,0,0,0
14.0,1124.0,8,2.31,0.0,256.0,0.0,0.0,256.0,1366,768,0,2.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1258.8507142857145,1141.0898226950355,111.93520355955211,0,1,1,0,0
14.0,1465.0,8,1.65,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1044.2382352941177,1051.0203783783784,157.3505121487356,0,1,1,0,0
15.6,776.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,944.0380555555556,864.4795121951221,141.21199808219862,0,0,0,0,1
15.6,799.0,8,2.2,0.0,256.0,0.0,0.0,256.0,1366,768,0,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,100.45466986113651,0,1,1,0,0
15.6,932.0,4,1.88,500.0,0.0,0.0,0.0,500.0,1366,768,0,2.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1044.2382352941177,1051.0203783783784,100.45466986113651,0,0,1,0,0
15.6,899.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1340.9299999999998,612.5227777777777,141.21199808219862,0,0,1,0,1
14.0,239.0,2,1.4,0.0,0.0,0.0,32.0,32.0,1920,1080,0,1.44,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,236.76,397.84379310344826,157.3505121487356,0,0,0,0,0
15.6,468.0,4,2.2,0.0,128.0,0.0,0.0,128.0,1920,1080,0,2.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,919.3180829015544,1141.0898226950355,141.21199808219862,0,1,1,0,0
13.3,639.01,6,1.5,1024.0,0.0,0.0,0.0,1024.0,1920,1080,1,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,919.3180829015544,1141.0898226950355,165.6321180513006,0,0,1,0,0
15.6,1820.0,8,2.0,0.0,256.0,0.0,0.0,256.0,1920,1080,0,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,141.21199808219862,0,1,1,1,1
14.0,1900.0,16,1.1,0.0,512.0,0.0,0.0,512.0,1920,1080,0,2.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,157.3505121487356,1,1,1,0,0
15.6,1479.0,16,2.62,1024.0,256.0,0.0,0.0,1280.0,1920,1080,0,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1364.6457142857143,141.21199808219862,1,1,1,1,1
15.6,829.0,4,1.8,0.0,256.0,0.0,0.0,256.0,1920,1080,0,1.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,141.21199808219862,0,1,0,1,0
15.6,579.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,492.6088888888889,612.5227777777777,141.21199808219862,0,0,1,0,1
15.6,399.0,8,2.0,1024.0,0.0,0.0,0.0,1024.0,1366,768,0,1.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,322.1912121212121,333.9823076923077,100.45466986113651,0,0,0,0,0
15.6,906.62,8,1.99,1024.0,0.0,0.0,0.0,1024.0,1920,1080,0,2.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1093.729393939394,1204.2248484848485,141.21199808219862,0,0,1,1,1
13.3,1869.0,8,1.23,0.0,256.0,0.0,0.0,256.0,3200,1800,1,1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,944.0380555555556,1205.7682352941176,276.053530085501,0,1,0,1,0
14.0,249.0,2,1.42,0.0,0.0,0.0,32.0,32.0,1366,768,0,1.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,299.4379310344828,316.1018918918919,111.93520355955211,0,0,0,0,0
13.3,1757.42,8,1.37,0.0,256.0,0.0,0.0,256.0,1920,1080,1,2.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1340.9299999999998,1141.0898226950355,165.6321180513006,0,1,1,0,0
15.6,2399.0,16,2.06,0.0,1024.0,0.0,0.0,1024.0,3840,2160,1,2.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1204.2248484848485,282.42399616439724,1,1,1,1,1
15.6,1109.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,1920,1080,0,2.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1762.351224489796,1225.6666666666667,141.21199808219862,0,1,1,1,1
